        0.155000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.160000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.165000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.170000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.175000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.180000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.185000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.190000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.195000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.200000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.205000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.210000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.215000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.220000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.225000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.230000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.235000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.240000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.245000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.250000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.255000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.260000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.265000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.270000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.275000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.280000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.285000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.290000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.295000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.300000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.305000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.310000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.315000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.320000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.325000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.330000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.335000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.340000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.345000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.350000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.355000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.360000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.365000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.370000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.375000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.380000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.385000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.390000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.395000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.400000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.405000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.410000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.415000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.420000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.425000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.430000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.435000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.440000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.445000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.450000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.455000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.460000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.465000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.470000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.475000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.480000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.485000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.490000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.495000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.500000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.505000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.510000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.515000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.520000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.525000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.530000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.535000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.540000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.545000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.550000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.555000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.560000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.565000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.570000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.575000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.580000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.585000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.590000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.595000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.600000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.605000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.610000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.615000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.620000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.625000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.630000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.635000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.640000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.645000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.650000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.655000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.660000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.665000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.670000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.675000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.680000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.685000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.690000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.695000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.700000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.705000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.710000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.715000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.720000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.725000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.730000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.735000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.740000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.745000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.750000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.755000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.760000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.765000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.770000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.775000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.780000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.785000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.790000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.795000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.800000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.805000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.810000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.815000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.820000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.825000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.830000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.835000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.840000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.845000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.850000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.855000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.860000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.865000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.870000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.875000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.880000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.885000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.890000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.895000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.900000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.905000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.910000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.915000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.920000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.925000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.930000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.935000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.940000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.945000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.950000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.955000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.960000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.965000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.970000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.975000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.980000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.985000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.990000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        0.995000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.000000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.005000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.010000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.015000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.020000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.025000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.030000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.035000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.040000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.045000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.050000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.055000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.060000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.065000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.070000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.075000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.080000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.085000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.090000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.095000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.100000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.105000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.110000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.115000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.120000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.125000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.130000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.135000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.140000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.145000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.150000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.155000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.160000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.165000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.170000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.175000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.180000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.185000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.190000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.195000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.200000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.205000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.210000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.215000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.220000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.225000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.230000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.235000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.240000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.245000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.250000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.255000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.260000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.265000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.270000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.275000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.280000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.285000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.290000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.295000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.300000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.305000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.310000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.315000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.320000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.325000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.330000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.335000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.340000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.345000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.350000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.355000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.360000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.365000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.370000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.375000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.380000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.385000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.390000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.395000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.400000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.405000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.410000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.415000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.420000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.425000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.430000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.435000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.440000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.445000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.450000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.455000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.460000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.465000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.470000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.475000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.480000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.485000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.490000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.495000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.500000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.505000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.510000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.515000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.520000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.525000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.530000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.535000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.540000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.545000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.550000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.555000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.560000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.565000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.570000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.575000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.580000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.585000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.590000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.595000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.600000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.605000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.610000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.615000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
        1.620000,       -2.000303,        1.015456,        0.000000,        0.000000,        0.000000,        0.000000
